id,message,original,genre
397,We need help please at Titus Magloire Ambroise street we need every help group to contact the emergency opersonnele thank you,Nou bezwen ed svp nan ri titis maglwa anbwaz nou bezwen tout d kontakte an ijans mesi ( massillon emmanuel ),direct
398,Adress : cyber cafe wich is functioning is in carfour fougy route 9,adres cyber cafe ki an fonksyon kafou fougy rout nf,direct
399,Don't know what to do about estaff touterene part at the end,Je besoins de la nourriture a site soleil ruelle labonte par staff touteren,direct
400,"Hi, I have a big problem I need to call overseas and tell them I'm ok but I have no cell phone minutes, how can you help me in that respect","Alo, mwen gen yon gro problem mwen vle rele lotb dlo em pa gen minit. Tanpri Ki jan nou ka ede m nan sans sa.",direct
401,We need food and water at Sicot street in Carrefour. Help us please.,Nou bezwen manje ak dlo nan ri sicot kafoufy. Silvoupl eden.,direct
402,"they closed the bathroom and shower at the TNH, so we can no longer do our physical needs. .. . there is some children that poop on themselve because. .. Note : Message cutoff, need to look at other. .. . Sebastien Cournoyer","on a ferm les toilettes et les douches de la TNH donc on ne plus faire nos besoins physiologique. il y a des enfants qui font chier sur eux parce qu, ils",direct
403,MY PHONE HAS NO MINUTE CARD I CANT SEND ANY MESSAGE I WOULD NEED INTERNET I CANT CALL THE PERSON THAT COULD SEND THE MESSAGE.,Telefon mwen pa gen kat m paka voye l m ta bezwen voye sou entenet m pa ka rele moun ki te ka voye mesaj la.,direct
404,cyber cafe global univercell cabaret 35 km from port au prince,Cyber caf Global univercell CABARET 35km de port au prince route n,direct
405,we are in need of food. water medicine we are in delma 33 route ALYANS 4 AND 5 zone Jerale batay. we are a family of 750 survivors we ar angry bad. help us please,"Nou bezwen ed an nouriti, dlo e medikaman nan Delma 33, ri Alyans 4 e 5 zon jeral batay. Nou se 750 fanmiy reskape. We are angry bad, help us please. Our",direct
406,"Sodecom cyber cafe. We are based in Bassin Bleu, rue Saint-Michel, after the old Teleco building. We are functioning.","Sodecom cyber cafe, ndws basen ble ri sen michel apr ansyen teleco a an fonksyon mesi",direct
407,ADDRESS CYBER CAFE IS MS NET ADRESS ITS HAITI PORT DE PAIX LACOUPE.,ADRS CYBER KAFE A SE.MS NET .ADRS SE.HAITI PORT DE PAIX LACOUPE,direct
408,their are no internet that are functioning they are all down. . i dnt have any other way..,Pa gen adress entnet ki en fonction tout kraze mwen pa gen lot mwa,direct
409,"If all cyber cafes in Port-au-Priince are broken, come join me in Saint-Marc. We will truncated","Si tout cyber caf potoprens kraze, vini jwenn mwen St marc. Nap ka",direct
410,i need a card to call my family.,Je besoin de la carte pour appelle ma famille.,direct
411,"We are a few kilometers in the road to jacmel, Please come help us",te yon kilomt nan rout jakmel la se la nouye tanpri vini ede nou,direct
412,"Please there are a lot of people by Avenue N, Baryejo, and Croix-des-pres who need help, they are screaming for help, please come help us please","Sil voupl gen anpil moun nan zon avenue N baryjo, kwadepre, tout bezwen ed, moun sa yo ap rele osekou, vin ede nou souple",direct
413,WE FOUND A LOT OF PEOPLE IN ( KOMIN MONBIN KWOCHI ) THOSE WHO ARE VICTIMS SOME LOST THEIR LIVES SOME LOST THEIR HOMES. ALL THIS PEOPLE LIVES IN ( MONBIN KWOCHI ),"rins ke nou gen anpil moun nan komin monbin kwochi yo ki viktim. anpil pedi fanmi yo, lot pedi kay yo. tt moun sayo tounen vi n viv monbin kwochi ak 2 me",direct
414,We're asking to help for those people,"n yo vid nap mande sekou pou yo. nb monbin k, twouvel nan nds peyi dayiti mesi nap tann ed nou",direct
415,the closest cyper cafe is express nety in croix des bouquet befog the police station. TN 4th message i translate advertising a cyper cafe,Cyber cafe ki pipwe se Express net kwadbouk avan komisaya kwadbouk a.,direct
416,"Location - Family Christian Academy (school yard). Need food, water, medical, shelter. Not sure of exact location but there is a Christian Academy near Port-Au-Prince.","staying in the school yard with no food, no water, no medicine, no tents etc. Please help up with anything you can. We are FAMILY CHRISTIAN ACADEMY loc",direct
417,People are saying that alot of artists died. I think me and other people would like to know the names of those artists that left us,"Anpil moun ap di gen plisy atis ki mouri, m panse anpil lot moun tankou mwen menm ta renmen konnen non atis sa yo ki touche a.",direct
418,We need water and food in Akazya.,Nou bezwen dlo ak manje nan akasya.,direct
419,"We're asking you please to bring everything that's possible. Food, clothse, water, money to save those people's lives. Where we are people died, houses fell","Nou mande nou souple fe tout sa ki posib pou n pote manje, rad, dlo, lajan poun sove lavi moun sayo. Kote nou genyen tout but yo mouri, kay kraze, anpil e",direct
420,Apparently there's a wave of cold upon Cuba this morning. It could go across haiti this morning. There will be rain for today in our region,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
423,HELP FOR THE CENTER OF FLORE around 400 demunis in DAMIEN to unibank in the yard of Pam pak,ED POU CENTRE FLORE. ENVIRON 400 DEMUNIS. DAMIEN. DO UNIBANK. LAKOU PAM PAK.,direct
424,We are 350 survivors in kenskof in guibert 67. We are starving.,Digicel tanpri m ap mande ou aide nan nenpot fason pou kenskof guibert 67 nou 350 ki sinistre tanpri se guibert 67 nan kenskof tanpri n ap mouri grangou,direct
425,"Need food, water and medicine","Nous avons besoin des tentes, de la nourriture, de l eau et des medicaments parce que nous sommes vraiment  l tat d traumatisme. 36, Tabarre Rue sol solon.",direct
426,HELP ME PLEASE GOD WILL REPAY YOU THANK YOU. ADDRESS: CYBER CAFE MS HAITI IN THE YARD OF RUE NOTRE DAME LAKKOUP #156 ALL THE INSIDE,edem souple. Bondye a beni nou mesi. adr sib kafe a se mas net pdep haiti lakoup ri notredam lakoup nimewo 156 alentery.,direct
428,we are in pelerin 5. Translator notes. We have had unverified reports of escaped prisoners in this area. this is the first residential neighborhood along the kenskoff road. after leaving petion-ville,bonjou nou nan palerin 5.,direct
429,All local inhabitants needing food and shelter,"Terrain Lilavois 50. La il ya tous les habitants de la zone qui n, ont pas de tentes et qui meurent de faim. Merci",direct
431,I am not in town. I am outside in a zone called Dezam Komin Veret in the artibonite. We have been hit this morning by an earthquake and the house has crumbled. Please help.,MWEN PA LAVIL MWEN ANDEYO NAN YON ZON KI RELE DEZAM KOMIN VERET NAN LATIBONIT NOU FRAPE MATEN AN PA YON TRANBLEMAN KAY KRAZE,direct
432,CYBER CAFE THAT IS FUNCTIONING EXPLOSION,Ciber cafe ki an fonksyon explosion.,direct
433,Emergency aid needed at the Centre Flore for Damien on the grounds Pampak of the unibank,AIDE EN URGENCE POUR CENTRE FLORE POUMAR. DAMIEN DE DO UNIBANK. LAKOU PAMPAK. MERCI,direct
435,"We need potable water, medicines, food, lamp oil, and security. Please call to get location.","cots, bezyen piryoriti pou nou se dlo potab, medikaman, lamanjay, kaz pou nou met nan lanp, sekirite",direct
436,i need a litle credit on my count,Mwen bezwen yon ti kredi sou kont mwen,direct
437,"Good morning, we are in Pelerin. We need some food, some water and some hygienic supplies. Please come, you can't let us perish, please",boujou nou nan perleren nou bezwen yon ti mange yon ti dlo ak kelke ekipman igenik tanpri vini we nou pa kite nou peri pase we nou svp,direct
438,WE ARE DYING OF HUNGER OF THIRST SEE WAT U CAN DO THE ADDRESS IS : PETION VILLE ROUTE CHAVANNE NEAR THE IMPASS MAL-T # 115,Moun yo ap finn mouri grangou swaf dlo ap fini ak nou gade kisa nou ka f. Adres la se petyon vil ri chavann pwolonje nan bt impas malut no 115,direct
440,we are dyin of thirst in MARTISAN 25BIS itsmedicine without frontier they brought food an water for us..,"Nap mouri swaf nan matisan 25bis la, se dey do medsen san fronty yo. pote manje ak dlo pou nou.",direct
443,Need help as our houses have been destroyed at Delmas. We are now staying at Thomassin 42,Nous avons besoin daide parceque nos maisons son detruite a delmas. maintenantnous somme dans un abrit a thomassin 42. Merci on vous a tant,direct
444,PEWODEN FIFTH SECTION OF THE DEPARTEMEN OF L'ARTIBONITE IS LETTIN U KNOW TODAY THE PLAN WE HAVE FOR THOSE INJURED IN THE EARTQUAKE. LIKE MANY OF THOSE IN P.,Pewoden 5em Seksyon Depatman Atibonit ap fe nou konnen nan plan dijans nou geyen pou moun ki sinistre anba tranbkeman de ta a. Gen anpil moun ki te nan p,direct
446,"People that went back to live, who left us empty handed. We're asking, the people who are concerned to bring help to almost 2000 people living in difficult situations right now",otoprens ki retounen pou yo vini viv ki lage de men vid. nou mande sekt ki konsne yo pou pote ed bay pase2000 moun kap viv nan eta difisil. ak jan yo k,direct
447,pleas we are in Renaissance village on the new road. we are dying of hunger pleas help TN New road is the road built by the army that links city solei directly to the national 1 highway. there are many old sugarcane worker villages turned into slums or poor residential neighbor hods in this area,Sil voupl nou nan vilaj renesans rout nf grangou ap touye ede nou silvouple,direct
448,I don't know the address at all because I just came from Jeremie,MWEN PA KONN ADRS LA DITOU PASKE M FENK VINN JEREMI,direct
449,ir for youth. .. . we are counting on you and we are thanking you for your contribution. we are waiting for your response,ir des jeunes  la vie consacre. Ns comptons sur vs et ns vs remercions pour votre contribution  notre formation. Ns attendrons votre reponse,direct
451,After the earthquake i cannot call any body. even when i ihave 10 signal.,"Apres le saisme, je ne appeler personne meme  10.",direct
453,"after the earthquake, i canot talk to nobody even at 10","Apres le saisme, je ne peux appeler personne meme  10.",direct
455,There's only one cybercafe in the town called MOLE,Excuse moi dans la ville du MOLE nous avons une seule ciber cest r,direct
456,i salut you for all you are doing to help us now. this is actually for the adress of a ciper cafe that is working. i will send it later. TN we had several messages about this yesterday. i suspect this is guy is advertising that he is up and running.,"MWEN SALIE NOU ANPIL POU BON TRAY NAP F AN SEMOMAN DE GRAN KRIZ KI FRAPE PEY. I A AKTUELMAN. POU ADRES CYBER CAFE KI AN FONKSION, SE PITA MAP VOYE-L BA",direct
460,Please We need help at the Altidor Center at Thomassin 32.,Aide pou centre altidor thomassin 32 ru celin pou 300,direct
461,the people of monseigneur Giyou between slelak street are dying of hunger. TN monseigneur Giyou is a residential neighborhood near the st Therese school in downtown,Mesanmi moun monsenye giyou prolonge antre ru sneLak dekayt ap mouri grangou,direct
462,The address is new life bo kay in St Fille,ADRES LA SE NEW LIFE BO KAY ST FLE,direct
463,NET ONE WIT LATORTUE IS FUNCTIONING IN THE ZONE OF DEKAWO. FREDO NET AP F,"NET ONE AK LATORTUE NT AP FONKSYONE NAN ZON DEKAWO, FREDO NET AP F",direct
465,I WOULD ASK THE GOVERMENT AN ALL THEIR COUNSEIL HOW OR WHAT THEY COULD DO TO TAKE THE PEOPLE OUT POP MALL SAINT NICOLAS CAUSE THE PEOPLE THAT ARE SELLIN THEY ARE. .. . ( MESSAGE INSUFICIENTS ),Map mande ak leta peyi a et ak tout enstans ki konsn pou yo w koman yota fe pou yo wete pap mol sen nikola a nan sal ye laa paske moune kap vann yo ar,direct
466,The prices have doubled for food in Mole Saint Nicolas. A cup of Corn is 45 Gdes now.,iv DOUBL PRI TOUT MACHANDISE MEM YON GOD MAYI AP VANN 45G SE MR EROLD DEPUIS MOLE-SAINT-NICOLAS,direct
467,We don't have working cyber in our region,Nou pa gen cyber nan zone ki en fonktyon.,direct
468,hard because everything is sold sky high. Small rice tin can is sold for 40Gourdes 40Gourdes a roughly 1. 00 US,"ures paske toutes les marchandises st montes tet ng, ti mamit diri 40g.",direct
469,GOOD MORNIN AM IN DANGE MY PHONE CARD IS FINISH HOW CAN YOU HELP ME,bonjou mwen an danje kat mwen fini kijan nou ka edem.,direct
470,An Association named J. B. D. M ( Jeune Bon Repos pour le Developpement Mole St Nicolas ) asked for food for the people of Saint Nicolas. .. .. . because cost 50 dolars. Translator's note : That's too much!,A J B D M Association jeune bon repos pour le developement mole st nicolas nou mande pou yo pote manje pou moun mol sen nikola yo mamit diri vann 5o dola,direct
471,"The people cannot find food, hunger is killing them, please send the police so the street vendors can lower the price of the food.",moun yo paka jwenn manje lafin ap touye yo voye lapolis pou fer machand yo desann manje yo sou mache a,direct
474,there's a problem with the signal which blocks transactions,l y a un probleme de signal qui empchent transactions,direct
478,"Good morning, could you please tell me where I can find a Western Union office that's open in the capital?",Bonjou eske nou ka dim ki kote mwen ka jwenn yon biwo western union ki ouv nan kapital la?,direct
479,"We are at the Immaculate Conception hospital in Les Cayes, the complete adress is in Rue Duvivier - Thanks a lot, may God bless you.",Nou nan lopital imakile konsepsyon okay. Adres intnet la se nan ri divivye hall mesi bondye beni nou !,direct
480,GOOD DAY DIGICEL GIVE ME A CHANCE SO I CA CALL SOMEONE PLEASE,Bonjou digicel ban mwen yon chanpce pou mwen rele yon moun tanpri.,direct
481,GOOD DAY! SWEETHEART I LOVE YOU FOREVER BABY,Bonne journee ! CHERI JE TAIME POUR TOUJOUR BABY,direct
482,"The association of the youth in Bon Repos for the Development of Mole St Nicolas are the market trying to find gasoline, the gallon for  50",A J B D M Association des jeunes bon repos pour le developement Mole st Nicolas nou toujou nan mache yo nap machande kote nou jwenn galon gazolin vann 50,direct
483,"is there a working hospital at present that is taking care of wounded people? people with Gynecological issues, fever or any sickness?","Eske gen lopital ki ap fonktion nan moman sa ki ap okipe moun ki pa blese?tankou moun ki gen problem ginekologik, lafiv oubyen nenpt lot maladi?",direct
484,"Good evening, the organizations that are helping Haiti, it is not only the capital that needs help. In the South, there a many people who left Port-au-Prince with nothing, they are hungry, please help!!!",BONSWA OGANISM KAP EDE HAITI YO SE PA SELMAN KAPITAL LA KI BEZWEN ED ZON SID PEYI A GEN ANPIL MOUN KI SOT PP DE MEN VID YO GRANGOU TOU PANSE A YO SOUPLE,direct
485,GOOD DAY DIGICEL I DONT KNOW UR WEB ADDRESS,Bonjou digicel mwen pa konnen adres cyber mesi :,direct
486,HELLO MOM CALL ME BECAUSE I CANNOT GET THROUGH..,ALO manman rele m paske mwen paka rantre. se P Auline cassus,direct
487,BRA BALANSE PLEASE THINK ABOUT ME THANK YOU IN ADVANCE,bra balanse tanpri panse pou mwen merci davans,direct
491,"This is a spam message about receiving money and verifying the account number, etc.",vous avez reu 1OOOGdes par digicel verifi votre contre,direct
492,we have 8 days without food carfour debwos in the yard of the Acra no has gotten to us please help we ask that someone gets to us..,"Nou gen 8 jou nan abri pwovizwa kafou debwos sou terin Acra, pa gen mou ki pote sekou pou nou. Nou mande tout moun ka bay aide yo pou yo ka pote kichoy pou",direct
493,I CAN'T GET THROUGH ANY OTHER PHONES BUT DIGICEL,Digicel map fe apel mwen paka antre sou lot telefon,direct
494,These people there are problem with the food for the people,"moun sa yo, mwen pwoblem manje pou moun yo,",direct
496,ALL THE CYBER CAFE THAT ARE NEAR ME ARE NO OPEN BECAUSE THEIRS NO POWER FOR THE BATTERY TO CHARGE ONE HOPE THAT I HAVE IS. ..,Tout Cyber cafe ki pi prem yo pa an fonksyon paske pa gen kouran gen ennvt men pa gen kouran pou batri yo chaje. Yon sel mwayen e espwa mwen genyen se,direct
497,IS IT YOU THAT WOULD BE CALLIN ME AT MY # OR IF YOU CAN GIVE ME SOMEWHERE I COULD TALK WITH YOU OR MEET US,si se nou ki ta relem sou nimewom oubyen si nou ta banm yon kote poum pale ave nou. Oubyen we nou.,direct
498,"EDH PLEASE COME BY CARREFOUR B TO HELP OUR KIDS, THEY WILL DIE FROM HUNGER",Nou nan k-fou b EDH tanpri pase ede nou paske grangou ap tiye timoun yo,direct
500,Please help us we are hungry and thirsty in Siko if it goes on any longer we will all die.,Tanpri pote nou sekou grangou ak swaf ap tiye nou nan siko prolonje mesi davans,direct
504,WE ARE IN THE STREET DOWN BY HAITIEN COAST GUARD NEXT TO EDH ( WISH IS THE ELECTRIC COMPANY ) THAT IS ON THE ROAD PLS SEND THE AUTHORITIY RESPOSABLE BECAUSE WE ARE IN THE STREET THANK YOU,Nan kafou pi ba Garde cote Haitien a kote EDH ki sou rout ray la S. V. P di otorite ki respansab d yo pase we nou nan mitan lari a. MESI,direct
505,"Please! Please! In the church Saint Antoine ( St Anthony church ) located in Nazon ( Port-au-Prince in downtown ), in Impasse Medilien, ( Street or dead end street ) there are 100 people still trapped under the rubble. Please come and help us. Please in Nazon. ..","Tanpri! tanpri! Nan legliz saint antoine nan nazon, nan impasse medilien gen 100 moun anba dekonb la toujou tanpri vinn ede nou /please ! At nazon in t",direct
507,PLEASE SEND A TECK IN OPTYON AN I FOR ME,S. V. P voye teknik optyon plus la pou mwen,direct
508,We are desperate for food and water. Our organization is Kole Zepol pou'n delivre,"Nou min, m pap mg nou dezesper paske nou pa janm jouin an yen nou pa gen dlo ak mang. non organizasion nou an ce kol zpol pou, n delivr, de lubin joseph.",direct
509,Me not knowing adress of cyber cafe that are working,Mwen pa konnen adres cyber cafe ki en fonksyon,direct
510,PLEASE!!! WE NEED FOOD WATER MEDICINE WE ARE IN MALIK IN THE ZONE OF BOSYE,"tanpri nou bezwen manje, dlo ak medikaman, nou malik nan zon bosye.",direct
511,"We are in Leogane and we need food, water and medicine. We live in Ti Riviere Massone",Nou leogane nou bezwen manje dlo medikaman tirivire masson nou abiti,direct
512,We need 2 or 3 tents. Please. Thank you!,nou te ka fe nou jwen 2 ou 3 tants SVP MERCI,direct
513,EYA WE ARE ASKING URGENT CARE FOR THE ELDERLY.,eya. nou mande yon ede en ijans pou gran moun sa yo.,direct
514,I'M IN FRONT OF THE EMBASSY CALL ME,SE DEVAN ANBASADE LA MWEN YE CALL ME,direct
515,mais gate treize village zao impasse a. .. help me it's salou,mais gate treize village zao impasse a aide mwen se salou,direct
516,WE NEED HELP WE ARE STARVIN WE ARE IN GRAND GOAVE PLEASE,Nou bezwen ed nan g nou grangou nan grangoav tanpri,direct
517,"please, which cyber cafe is in service? no other information noted within text.",Svp Ki cyber cafe ki an fonksyon?,direct
518,can you inform me of any Transfer bureau that is currently functionning?? because i have and urgency,Nou ka enfme m sou youn nan nenpot biwo transf ki ta an fonksyon koulye a? Paske mwen gen yon ka ijan ke m ta vle soti.,direct
519,CALLIN CARD IS DONE I NEED TO CALL MY FAMILY IN PORT AU PRINCE. I CNT PUT IN,"Kat mwen fini, mwen bezouin rele fanmy mwen potoprens. M paka mete",direct
520,self eplanatory. read text msg.,"S. O. S we need drink and food ( sicot street, carrefour feuilles )",direct
522,"i would like for you to come to haiti, i've suffered too much, i cannot take it anymore, i have no internet where im at, write on the phone please",Mwen ta renmen nou vini ayiti mwen soufri trop mwen pa kapab anko mwen pa gen net kote m rete a ekri sou telefon tanpri.,direct
523,"we need help. water and food. Merger, on Leogane Road...Merger could also mean when the road merge.. not sure. ",Nous avons besoin de l aide. De l eau et de la nouriture. Merger route de leogane,direct
524,"we are at Avenue N, rue chili right by american base. we dont have any food","nou nan avenue N rue chili, bo baz americain nan. nou pa gen manje",direct
525,"Goodday, there is a cybercafe that is available on Route National #1 near the corner of Vincent","Bonjou, gen yon cyber cafe ki disponib timidman nan menm zon nan menm adres la : wout nasyonal #1, antre kafou vensan zon bary f. Svp pa bliye nou nan b",direct
526,We in the merge of the road of Leogane and St Antoine we need food and water,Merger route de leogane route de st antoine. Besoin de l eau et la nouriture,direct
527,Request me minutes to ask for help,( Demande ) Mwen minute poum mande sekou,direct
528,the people what a real problem for food in Crois-des-Bouquets especially in the district of Snato 15 and 13,"an, moun yo vreman gen pwoblem manje nan kwadebouke, espesyalman nan zon santo 15 ak 13",direct
529,"Hello, we thank every organization, every institution and civilian whom want to help. We are at Maryani 1, Victory road on top of the hill we are in trouble","Bonjou, nou felicite chak oganizasyon, chak enstitisyon e sitwayen ki vle ede Ayiti. nou abite Maryani 1 ri la victwa prolonge sou do morn nan. nou nan gwo",direct
530,"Organization that are working in Haiti, I do not have any ways of taking care of my family here",ganizasyon kap travay en ayiti paske mwen pa gen mwayen poum pran swen fanmim mesi.,direct
531,"Should we crawl for you to help us in Cite Boston, route nationale #1. ..","Eske se ranpe pou nou ranpe pou dilijans lan fet. nou nan site boston wout nasyonal#1, vare",direct
532,I would like to know if the aid is for the people of Champds de Mars only because I am at Carrefour Fueille and I don't see anything serious going on because everything is on top of everything.,Mwen ta remen konnen eske haid yo se pou mou ki chand mas yo ye sel man paske mwen nan carfou feiul mwen pa we ayen serie paske tou pagay monte tet ng,direct
533,"Lizon 41, area lower Figye, Bon repos ( la plaine ) we don't have any money, nor food. Please help us","Lizon 41, zone anba figye, Bon Repos ( La Plaine ), nou pa gen lajan ni manje, val chak swa. svp ede nou",direct
534,thank you for the follow up you will give this message and it is important that I tell you that I,Mesi pou swivi nou pral bay a mesaj sa a e li enpotan pou diw ke : m,direct
535,bandits who come to Port-au-prince,des bandits qui viennent de Port-au-prince. Merci Sanderson,direct
536,"I speak French very well, I speak Spanish very well, I speak ( no other information )","wen pale franse tre byen, mwen pale espanyol tre byen e mwen pale y",direct
538,"they need help of every king, food, water, health services at Thomassin 32, 12 19 km east of Port-au-Prince. There are about 300 people",Aide pou baz thomassin 32 rue celin kay altidor 300 moun,direct
539,They need Food at leogane 9th Section Citronniers,Logane 9m section citronniers nou bezwen manje,direct
540,"Goodmournig, in the name of MOCDEP communotary movement for the development of little boucan, Grecier. We will serve you as a spoke person for the population to give you","Bonjour, au nom du MOCDEP Mouvement communautaire pour le developpement de peti boucan Gresier, nous servons de porte parole de la population pour vous m",direct
541,we are 500 without a home at rue panamericaine. we need food and water,nous sommes 500 rescapes sans domicile a la rue panamericaine p u entre la rue besse et la rue astre nous manquons eau nourriture nec toilette qui devon,direct
542,We need help. We r hangry and v nothing.,We need help. We r hangry and v nothing.,direct
543,"We are at the church of L'eglise Evangelique of Claude Noel. We are inside, please bring food and water for us.",Nou nazon nan legliz evanjelik klod nwl la andedan pote manje ak dlo pou nou tanpri. Mesi,direct
544,"Please my profession is mechanic, truck driver, car driver and operator for loarder and excavator. thank you for your patience we spent the night in the name of jesus","u plait pwofesyon mwen se mekanisyen, chofer kamyon, chofer oto e operater loder, exkavatrice, bako mesi pou pasyans nou pase yon soire nan nom jezi g",direct
545,A cold front has hit Cuba this morning. It could move into Haiti. Isolated rain showers are still forecasted for our region this evening.,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
546,The IPS and OPA are available at St-Raphael-Dondon ( North ) to. .. the end of this SMS message is truncated,le. IPS et OPA sont disponibles  St-Raphal-Dondon ( Nord ) pour re,direct
547,"I do not have anything left only the clothes I am wearingg, I have lost everything I am a proffessional who has studies accounting what can you do for me",Mwen pa genyen anyen ki rete menm rad mwen te oblije antre pdepi anyen pa mache mwen se yon profesyonel m etidye kontabilite w kisa nou ka fe pou mwen,direct
548,"I am in Carrefour, I can't find food nor water to drink","Mwen kafou mwen pa jwenn manje, mwen pa jwenn dlo poum bw",direct
549,"Clercine 24, impasse Cenor. . we need aide, we have nothing, the kids are starving to death. we need food, medicine and water. Please help us we cannot take it anymore","CLERCINE 24 IMPACE CENOR. NOU BEZWEN AIDE NOU PAGEN ANYEN, TIMOUN YO AP MOURI GRANGOU, NOU BEZWEN MANGE, MEDIKAMAN, DLO. STP EDENOU NOUPA KAPAB ANKO.",direct
550,"I'm in Fontamara 27, the road is blocked. There's no food, please come","Mwen nan fontamara 27, route sable prol, pa gen manje, tanpri pase nan zon nan",direct
551,"Digicel please i cannot make phone calls, see what you can do for me",Digicel ffason poumwen tanpri poum kaf apel mwenpaka pase.,direct
552,"I would like for you to help the people in the south department, because there alot of M (malade? wounded)",MWEN TA RENMEN POU NOU EDE MOUN NAN DEPATMAN SID PASKE GEN ANPIL M,direct
553,there are people coming to the department coming from port-au-prince but the baks are not open to serve them,OUN KI VINN NAN DEPATMAN AN KI SOTI PORT AU PRINCE. BANK PA OUV PO,direct
554,"Im in port au prince, my house was destroyed, now im fine with all my family",MWENTE POTOPRINS KAY MWEN KRAZE KOULYE MWEN OKAY AK TOUT FANM,direct
555,"Panamerican Street, we cannot count the amount of victims. Since there is no energy, gas the area needs mostly cooked food with drinkable water.","Nan Py Sili, ri panameriken nou pa ka konte viktim. Km pa gen enji ( gaz ), zon nan plis bezwen manje kwit ak dlo potab. jwil",direct
556,Please I am alone and I'd like to know if there is somebody out there who would like to adopt an adolescent please adopt me.,Svp je suis seule et j aimerais savoir si il ya quelqu un qui veut abdopter un adolescent prener moi svp,direct
557,what cyber cafe's are working?,Ki cyber cafe ki an fonksyon,direct
558,we do not have water we are in Santo 15 thank you,"bnsoir nous n, avons pas d, eau du cote de santo 15 merci de m, avoir recu",direct
559,"Hello, I do not have any death but we have lost everything, we have no food please find a way to help us","Bonjour, mwen pa gen moun mouri tout bagay mwen pedi mwen pa ka manje mve al lan tanpri gade kijan nou ka edem sil vou ple.",direct
561,"We need water and food, please help us because we don't have any help Clercine 4","ON A BESOIN DEAU ET DE NOURRITURES SVP AIDEZ NOUS, CAR NOUS N, AVONS AUCUN AIDE. CLERCINE 4",direct
562,send me the info for the croix des bouquets please,Envoie moi les informations de la cx des bouquets svp.,direct
563,I am located in Route Freres- Impasse Fortin. .. A bit further than the Granit Market,mou sou route fr impasse fortin pi wo maket granit,direct
564,CARREFOUR FEUILLES is a slum in west port-au-prince. Rest of message does not make sense,STADL NAN FORT-MERCREDI CARREFOUR FEUILLES NEED HELP,direct
565,"Bonsoir, on est a bon repos aprs la compagnie teleko sur la route a droite de l'impasse Roger colas aprs la 9e maison sur la main droite de la rue, on est environ 30 personnes sur un. ..",Bonswa nou nan bon repo apri teleko nan wout ti sou la men dwat imp. Roger colas apri nevim kay sou la men dwat nou anviwon 30 moun sou yon taren nou pa,direct
566,"student group from Port-au-Prince, they have arrived in port-de-Paix, they did not save anything, they lost everything they need help, we are counting on us.","Nou se gwoup etidyan ki frape pa dezast la, nou te p-o-prens nou rantre a p-de-p nou pa sove anyen tout pys nou pedi nou beswen ed nou. Nou konte sou",direct
568,Digicel has no signal in Jeremie,Digicel pa gin komicacion jeremi,direct
569,"Digil thank you, please add some minutes on my phone.",Digicel tanpri mwen bloke mete yon ti pap padap pou mwen se jis pou m ka kominike sou kek fanmy mwen. Nou pa pran nouvel yo mesi e mwen remsi digice,direct
571,There's internet in santo but the signal is lost fast.,Gen entnt santo men siyal la tonbe rapid.,direct
572,I am in Roche--Bateaux. I need to call my family but I can not put a calling card on my phone. Please let them know I'm trying to reach them.,"M roche a bateau, m bezwen rele fanmim m pa ka mete kat. Voye pou mwen souple. Mesi",direct
573,"We're in Erice street, zone Peguy-Ville ( Petion Ville area )",Nou menm nan rue Impasse Erice zone Pguy-Ville ( do min Petyon Vil ),direct
574,Let the radio stations begin with Missions ( q ).,Il faut que les stations de Radio recommencent avec les missions q,direct
575,Please find a way to amuse the people to help them with this stress,ui amusent le peuple pour aider ce peuple  gerer un peu ce stresse,direct
576,meteo. .. .. We might get rain.,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
577,What do do in Pestel? People keep coming and food is missing. And it's difficult to make phone calls.,Que devons-nous faire a Pestel les gens affluent et dj le manque de nourriture se fait sentir.Pis est nous ne pouvons effectuer aucun appel.,direct
580,People from Grand Goave would like to ask the authorities if they are not human being like the rest of the peple on the island. They had no help since January 12,Nou menm nan gran gwav nap pwoze yon keksyon avek otorite yo ann dan peyia eske pap gran gwav payon pap menm jan atout pap ayisyen kif depi le douz janv,direct
582,"We need water, food and medical care. We are under the village. Monpelye ( Rue des Pylons? ) Delma 33. Merci.","Nou bezwen dlo, manje ak swen medikal. Nou sou teren vilaj monpelye delma 33. Mesi.",direct
583,Good evening to all USA soldiers. we still suffer from this great event. We would love to handle your presence of authority. thank you,bon soir a tous les soldats usa nous sommes toujours subis a cet evenement du cote grand anse nous aimerons votre presence de l autorite merci,direct
584,even a little water we can not find from any other people., menm yon ti dlo nou pa k jwenn nan men okenn moun ki dire pou man,direct
585,"In Grand Goave, a sack of rice is selling for 300 dollars. We rarely could get some",je nou pap jwenn sa menm ti sak diri ap vann 3OO dola nan gran gwa,direct
